position,driver_number,number_of_laps,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key,points
7.0,44,24.0,False,False,False,103.085,1.063,1265,9929,
8.0,18,17.0,False,False,False,103.112,1.09,1265,9929,
9.0,14,22.0,False,False,False,103.12,1.098,1265,9929,
10.0,6,19.0,False,False,False,103.122,1.1,1265,9929,
11.0,55,16.0,False,False,False,103.217,1.195,1265,9929,
12.0,23,24.0,False,False,False,103.261,1.239,1265,9929,
13.0,5,25.0,False,False,False,103.262,1.24,1265,9929,
14.0,27,20.0,False,False,False,103.47,1.448,1265,9929,
15.0,30,21.0,False,False,False,103.478,1.456,1265,9929,
16.0,31,22.0,False,False,False,103.57,1.548,1265,9929,
17.0,10,21.0,False,False,False,103.929,1.907,1265,9929,
18.0,22,23.0,False,False,False,104.492,2.47,1265,9929,
19.0,43,21.0,False,False,False,104.847,2.825,1265,9929,
20.0,87,22.0,False,False,False,105.077,3.055,1265,9929,
1.0,81,11.0,False,False,False,"[101.769, 102.128, 100.51]","[0.0, 0.716, 0.0]",1265,9930,
2.0,1,9.0,False,False,False,"[102.043, 101.583, 100.987]","[0.274, 0.171, 0.477]",1265,9930,
3.0,4,12.0,False,False,False,"[102.068, 101.412, 101.128]","[0.299, 0.0, 0.618]",1265,9930,
4.0,16,12.0,False,False,False,"[102.763, 101.786, 101.278]","[0.994, 0.374, 0.768]",1265,9930,
5.0,31,12.0,False,False,False,"[102.822, 101.801, 101.565]","[1.053, 0.389, 1.055]",1265,9930,
6.0,55,11.0,False,False,False,"[102.776, 102.051, 101.761]","[1.007, 0.639, 1.251]",1265,9930,
7.0,87,12.0,False,False,False,"[103.024, 102.019, 101.857]","[1.255, 0.607, 1.347]",1265,9930,
8.0,10,12.0,False,False,False,"[103.171, 101.949, 101.959]","[1.402, 0.537, 1.449]",1265,9930,
9.0,6,11.0,False,False,False,"[102.711, 102.088, 101.971]","[0.942, 0.676, 1.461]",1265,9930,
10.0,5,12.0,False,False,False,"[102.806, 101.901, 102.176]","[1.037, 0.489, 1.666]",1265,9930,
11.0,30,9.0,False,False,False,"[102.897, 102.169, None]","[1.128, 0.757, None]",1265,9930,
12.0,22,9.0,False,False,False,"[102.912, 102.184, None]","[1.143, 0.772, None]",1265,9930,
13.0,63,8.0,False,False,False,"[102.65, 102.33, None]","[0.881, 0.918, None]",1265,9930,
14.0,14,7.0,False,False,False,"[102.427, 102.453, None]","[0.658, 1.041, None]",1265,9930,
15.0,18,8.0,False,False,False,"[102.736, 102.832, None]","[0.967, 1.42, None]",1265,9930,
16.0,23,6.0,False,False,False,"[103.212, None, None]","[1.443, None, None]",1265,9930,
17.0,27,6.0,False,False,False,"[103.217, None, None]","[1.448, None, None]",1265,9930,
18.0,44,6.0,False,False,False,"[103.408, None, None]","[1.639, None, None]",1265,9930,
19.0,43,6.0,False,False,False,"[103.587, None, None]","[1.818, None, None]",1265,9930,
20.0,12,6.0,False,False,False,"[105.394, None, None]","[3.625, None, None]",1265,9930,
1.0,1,15.0,False,False,False,1597.997,0,1265,9934,8.0
2.0,81,15.0,False,False,False,1598.75,0.753,1265,9934,7.0
3.0,4,15.0,False,False,False,1599.411,1.414,1265,9934,6.0
4.0,16,15.0,False,False,False,1608.173,10.176,1265,9934,5.0
5.0,31,15.0,False,False,False,1611.786,13.789,1265,9934,4.0
6.0,55,15.0,False,False,False,1612.961,14.964,1265,9934,3.0
7.0,87,15.0,False,False,False,1616.607,18.61,1265,9934,2.0
8.0,6,15.0,False,False,False,1617.116,19.119,1265,9934,1.0
9.0,5,15.0,False,False,False,1620.18,22.183,1265,9934,0.0
10.0,30,15.0,False,False,False,1620.894,22.897,1265,9934,0.0
11.0,22,15.0,False,False,False,1622.548,24.551,1265,9934,0.0
12.0,63,15.0,False,False,False,1623.966,25.969,1265,9934,0.0
13.0,18,15.0,False,False,False,1624.592,26.595,1265,9934,0.0
14.0,14,15.0,False,False,False,1627.043,29.046,1265,9934,0.0
15.0,44,15.0,False,False,False,1628.172,30.175,1265,9934,0.0
16.0,23,15.0,False,False,False,1628.938,30.941,1265,9934,0.0
17.0,12,15.0,False,False,False,1629.978,31.981,1265,9934,0.0
18.0,27,15.0,False,False,False,1630.864,32.867,1265,9934,0.0
19.0,43,15.0,False,False,False,1636.069,38.072,1265,9934,0.0
,10,12.0,True,False,False,,,1265,9934,0.0
1.0,4,20.0,False,False,False,"[101.01, 100.715, 100.562]","[0.0, 0.089, 0.0]",1265,9935,
2.0,81,21.0,False,False,False,"[101.201, 100.626, 100.647]","[0.191, 0.0, 0.085]",1265,9935,
3.0,16,18.0,False,False,False,"[101.635, 101.084, 100.9]","[0.625, 0.458, 0.338]",1265,9935,
4.0,1,15.0,False,False,False,"[101.334, 100.951, 100.903]","[0.324, 0.325, 0.341]",1265,9935,
5.0,23,20.0,False,False,False,"[101.772, 101.505, 101.201]","[0.762, 0.879, 0.639]",1265,9935,
6.0,63,18.0,False,False,False,"[101.784, 101.254, 101.26]","[0.774, 0.628, 0.698]",1265,9935,
7.0,22,17.0,False,False,False,"[101.84, 101.245, 101.284]","[0.83, 0.619, 0.722]",1265,9935,
8.0,6,19.0,False,False,False,"[101.572, 101.281, 101.31]","[0.562, 0.655, 0.748]",1265,9935,
9.0,30,20.0,False,False,False,"[101.748, 101.297, 101.328]","[0.738, 0.671, 0.766]",1265,9935,
10.0,5,18.0,False,False,False,"[101.908, 101.336, 102.387]","[0.898, 0.71, 1.825]",1265,9935,
11.0,31,14.0,False,False,False,"[101.884, 101.525, None]","[0.874, 0.899, None]",1265,9935,
12.0,87,13.0,False,False,False,"[101.617, 101.617, None]","[0.607, 0.991, None]",1265,9935,
13.0,10,14.0,False,False,False,"[101.8, 101.633, None]","[0.79, 1.007, None]",1265,9935,
14.0,27,14.0,False,False,False,"[101.844, 101.707, None]","[0.834, 1.081, None]",1265,9935,
15.0,55,13.0,False,False,False,"[101.691, 101.758, None]","[0.681, 1.132, None]",1265,9935,
16.0,44,8.0,False,False,False,"[101.939, None, None]","[0.929, None, None]",1265,9935,
17.0,43,8.0,False,False,False,"[102.022, None, None]","[1.012, None, None]",1265,9935,
18.0,12,6.0,False,False,False,"[102.139, None, None]","[1.129, None, None]",1265,9935,
19.0,14,8.0,False,False,False,"[102.385, None, None]","[1.375, None, None]",1265,9935,
20.0,18,8.0,False,False,False,"[102.502, None, None]","[1.492, None, None]",1265,9935,
1.0,81,44.0,False,False,False,5122.601,0,1265,9939,25.0
2.0,4,44.0,False,False,False,5126.016,3.415,1265,9939,18.0
3.0,16,44.0,False,False,False,5142.786,20.185,1265,9939,15.0
4.0,1,44.0,False,False,False,5144.332,21.731,1265,9939,12.0
5.0,63,44.0,False,False,False,5157.464,34.863,1265,9939,10.0
6.0,23,44.0,False,False,False,5162.527,39.926,1265,9939,8.0
7.0,44,44.0,False,False,False,5163.28,40.679,1265,9939,6.0
8.0,30,44.0,False,False,False,5174.634,52.033,1265,9939,4.0
9.0,5,44.0,False,False,False,5179.035,56.434,1265,9939,2.0
10.0,10,44.0,False,False,False,5195.315,72.714,1265,9939,1.0
11.0,87,44.0,False,False,False,5195.746,73.145,1265,9939,0.0
12.0,27,44.0,False,False,False,5196.229,73.628,1265,9939,0.0
13.0,22,44.0,False,False,False,5197.996,75.395,1265,9939,0.0
14.0,18,44.0,False,False,False,5202.432,79.831,1265,9939,0.0
15.0,31,44.0,False,False,False,5208.664,86.063,1265,9939,0.0
16.0,12,44.0,False,False,False,5209.322,86.721,1265,9939,0.0
17.0,14,44.0,False,False,False,5210.525,87.924,1265,9939,0.0
18.0,55,44.0,False,False,False,5214.625,92.024,1265,9939,0.0
19.0,43,44.0,False,False,False,5217.851,95.25,1265,9939,0.0
20.0,6,43.0,False,False,False,,+1 LAP,1265,9939,0.0
1.0,4,26.0,False,False,False,76.052,0,1266,9921,
2.0,81,30.0,False,False,False,76.071,0.019,1266,9921,
3.0,16,28.0,False,False,False,76.269,0.217,1266,9921,
4.0,6,31.0,False,False,False,76.681,0.629,1266,9921,
5.0,44,28.0,False,False,False,76.734,0.682,1266,9921,
6.0,87,26.0,False,False,False,76.878,0.826,1266,9921,
7.0,12,26.0,False,False,False,76.88,0.828,1266,9921,
8.0,63,26.0,False,False,False,76.925,0.873,1266,9921,
9.0,1,25.0,False,False,False,76.94,0.888,1266,9921,
10.0,18,25.0,False,False,False,76.958,0.906,1266,9921,
11.0,23,28.0,False,False,False,76.984,0.932,1266,9921,
12.0,31,26.0,False,False,False,77.004,0.952,1266,9921,
13.0,10,27.0,False,False,False,77.123,1.071,1266,9921,
14.0,30,29.0,False,False,False,77.184,1.132,1266,9921,
15.0,55,31.0,False,False,False,77.195,1.143,1266,9921,
16.0,34,26.0,False,False,False,77.269,1.217,1266,9921,
17.0,22,27.0,False,False,False,77.393,1.341,1266,9921,
18.0,43,29.0,False,False,False,77.464,1.412,1266,9921,
19.0,5,17.0,False,False,False,77.652,1.6,1266,9921,
20.0,97,9.0,False,False,False,79.788,3.736,1266,9921,
1.0,4,27.0,False,False,False,75.624,0,1266,9922,
2.0,81,30.0,False,False,False,75.915,0.291,1266,9922,
3.0,16,28.0,False,False,False,76.023,0.399,1266,9922,
4.0,18,28.0,False,False,False,76.119,0.495,1266,9922,
5.0,14,25.0,False,False,False,76.233,0.609,1266,9922,
6.0,44,28.0,False,False,False,76.329,0.705,1266,9922,
7.0,63,27.0,False,False,False,76.417,0.793,1266,9922,
8.0,6,30.0,False,False,False,76.427,0.803,1266,9922,
9.0,22,30.0,False,False,False,76.485,0.861,1266,9922,
10.0,12,26.0,False,False,False,76.52,0.896,1266,9922,
11.0,87,27.0,False,False,False,76.567,0.943,1266,9922,
12.0,27,31.0,False,False,False,76.68,1.056,1266,9922,
13.0,31,29.0,False,False,False,76.704,1.08,1266,9922,
14.0,1,25.0,False,False,False,76.791,1.167,1266,9922,
15.0,30,29.0,False,False,False,76.812,1.188,1266,9922,
16.0,55,32.0,False,False,False,76.874,1.25,1266,9922,
17.0,5,29.0,False,False,False,76.946,1.322,1266,9922,
18.0,23,30.0,False,False,False,77.021,1.397,1266,9922,
19.0,10,25.0,False,False,False,77.043,1.419,1266,9922,
20.0,43,29.0,False,False,False,77.159,1.535,1266,9922,
1.0,81,17.0,False,False,False,74.916,0,1266,9923,
2.0,4,20.0,False,False,False,74.948,0.032,1266,9923,
3.0,16,17.0,False,False,False,75.315,0.399,1266,9923,
4.0,44,18.0,False,False,False,75.684,0.768,1266,9923,
5.0,12,18.0,False,False,False,75.745,0.829,1266,9923,
6.0,14,18.0,False,False,False,75.794,0.878,1266,9923,
7.0,18,21.0,False,False,False,75.828,0.912,1266,9923,
8.0,63,17.0,False,False,False,75.84,0.924,1266,9923,
9.0,5,19.0,False,False,False,75.978,1.062,1266,9923,
10.0,27,21.0,False,False,False,76.025,1.109,1266,9923,
11.0,87,17.0,False,False,False,76.127,1.211,1266,9923,
12.0,1,19.0,False,False,False,76.162,1.246,1266,9923,
13.0,43,21.0,False,False,False,76.247,1.331,1266,9923,
14.0,30,21.0,False,False,False,76.371,1.455,1266,9923,
15.0,55,19.0,False,False,False,76.442,1.526,1266,9923,
16.0,23,20.0,False,False,False,76.53,1.614,1266,9923,
17.0,31,18.0,False,False,False,76.531,1.615,1266,9923,
18.0,10,22.0,False,False,False,76.57,1.654,1266,9923,
19.0,22,19.0,False,False,False,76.878,1.962,1266,9923,
20.0,6,18.0,False,False,False,76.956,2.04,1266,9923,
1.0,16,18.0,False,False,False,"[75.582, 75.455, 75.372]","[0.371, 0.565, 0.0]",1266,9924,
2.0,81,18.0,False,False,False,"[75.211, 74.941, 75.398]","[0.0, 0.051, 0.026]",1266,9924,
3.0,4,18.0,False,False,False,"[75.523, 74.89, 75.413]","[0.312, 0.0, 0.041]",1266,9924,
4.0,63,15.0,False,False,False,"[75.627, 75.201, 75.425]","[0.416, 0.311, 0.053]",1266,9924,
5.0,14,15.0,False,False,False,"[75.281, 75.395, 75.481]","[0.07, 0.505, 0.109]",1266,9924,
6.0,18,18.0,False,False,False,"[75.673, 75.129, 75.498]","[0.462, 0.239, 0.126]",1266,9924,
7.0,5,18.0,False,False,False,"[75.586, 75.687, 75.725]","[0.375, 0.797, 0.353]",1266,9924,
8.0,1,18.0,False,False,False,"[75.736, 75.547, 75.728]","[0.525, 0.657, 0.356]",1266,9924,
9.0,30,18.0,False,False,False,"[75.849, 75.63, 75.821]","[0.638, 0.74, 0.449]",1266,9924,
10.0,6,15.0,False,False,False,"[75.516, 75.469, 75.915]","[0.305, 0.579, 0.543]",1266,9924,
11.0,87,12.0,False,False,False,"[75.75, 75.694, None]","[0.539, 0.804, None]",1266,9924,
12.0,44,12.0,False,False,False,"[75.733, 75.702, None]","[0.522, 0.812, None]",1266,9924,
13.0,55,15.0,False,False,False,"[75.652, 75.781, None]","[0.441, 0.891, None]",1266,9924,
14.0,43,12.0,False,False,False,"[75.875, 76.159, None]","[0.664, 1.269, None]",1266,9924,
15.0,12,9.0,False,False,False,"[75.782, 76.386, None]","[0.571, 1.496, None]",1266,9924,
16.0,22,6.0,False,False,False,"[75.899, None, None]","[0.688, None, None]",1266,9924,
17.0,10,6.0,False,False,False,"[75.966, None, None]","[0.755, None, None]",1266,9924,
18.0,31,6.0,False,False,False,"[76.023, None, None]","[0.812, None, None]",1266,9924,
19.0,27,6.0,False,False,False,"[76.081, None, None]","[0.87, None, None]",1266,9924,
20.0,23,9.0,False,False,False,"[76.223, None, None]","[1.012, None, None]",1266,9924,
1.0,4,70.0,False,False,False,5721.231,0,1266,9928,25.0
2.0,81,70.0,False,False,False,5721.929,0.698,1266,9928,18.0
3.0,63,70.0,False,False,False,5743.147,21.916,1266,9928,15.0
4.0,16,70.0,False,False,False,5763.791,42.56,1266,9928,12.0
5.0,14,70.0,False,False,False,5780.271,59.04,1266,9928,10.0
6.0,5,70.0,False,False,False,5787.4,66.169,1266,9928,8.0
7.0,18,70.0,False,False,False,5789.405,68.174,1266,9928,6.0
8.0,30,70.0,False,False,False,5790.682,69.451,1266,9928,4.0
9.0,1,70.0,False,False,False,5793.876,72.645,1266,9928,2.0
10.0,12,69.0,False,False,False,,+1 LAP,1266,9928,1.0
11.0,6,69.0,False,False,False,,+1 LAP,1266,9928,0.0
12.0,44,69.0,False,False,False,,+1 LAP,1266,9928,0.0
13.0,27,69.0,False,False,False,,+1 LAP,1266,9928,0.0
14.0,55,69.0,False,False,False,,+1 LAP,1266,9928,0.0
15.0,23,69.0,False,False,False,,+1 LAP,1266,9928,0.0
16.0,31,69.0,False,False,False,,+1 LAP,1266,9928,0.0
17.0,22,69.0,False,False,False,,+1 LAP,1266,9928,0.0
18.0,43,69.0,False,False,False,,+1 LAP,1266,9928,0.0
19.0,10,69.0,False,False,False,,+1 LAP,1266,9928,0.0
,87,48.0,True,False,False,,,1266,9928,0.0
1.0,4,35.0,False,False,False,70.278,0,1267,9913,
2.0,81,32.0,False,False,False,70.57,0.292,1267,9913,
3.0,18,25.0,False,False,False,70.779,0.501,1267,9913,
4.0,14,25.0,False,False,False,70.841,0.563,1267,9913,
5.0,23,33.0,False,False,False,71.171,0.893,1267,9913,
6.0,1,24.0,False,False,False,71.218,0.94,1267,9913,
7.0,63,29.0,False,False,False,71.386,1.108,1267,9913,
8.0,55,33.0,False,False,False,71.458,1.18,1267,9913,
9.0,5,30.0,False,False,False,71.509,1.231,1267,9913,
10.0,10,30.0,False,False,False,71.613,1.335,1267,9913,
11.0,30,29.0,False,False,False,71.753,1.475,1267,9913,
12.0,6,30.0,False,False,False,71.772,1.494,1267,9913,
13.0,27,30.0,False,False,False,71.875,1.597,1267,9913,
14.0,16,32.0,False,False,False,71.951,1.673,1267,9913,
15.0,44,28.0,False,False,False,71.96,1.682,1267,9913,
16.0,22,24.0,False,False,False,72.126,1.848,1267,9913,
17.0,31,29.0,False,False,False,72.144,1.866,1267,9913,
18.0,43,27.0,False,False,False,72.276,1.998,1267,9913,
19.0,87,30.0,False,False,False,72.564,2.286,1267,9913,
20.0,12,6.0,False,False,False,74.275,3.997,1267,9913,
1.0,4,28.0,False,False,False,69.89,0,1267,9914,
2.0,14,20.0,False,False,False,69.977,0.087,1267,9914,
3.0,81,29.0,False,False,False,69.979,0.089,1267,9914,
4.0,63,25.0,False,False,False,70.274,0.384,1267,9914,
5.0,1,23.0,False,False,False,70.478,0.588,1267,9914,
6.0,44,22.0,False,False,False,70.738,0.848,1267,9914,
7.0,22,26.0,False,False,False,70.795,0.905,1267,9914,
8.0,16,23.0,False,False,False,70.834,0.944,1267,9914,
9.0,43,26.0,False,False,False,70.957,1.067,1267,9914,
10.0,27,25.0,False,False,False,71.08,1.19,1267,9914,
11.0,87,26.0,False,False,False,71.113,1.223,1267,9914,
12.0,12,21.0,False,False,False,71.185,1.295,1267,9914,
13.0,5,25.0,False,False,False,71.32,1.43,1267,9914,
14.0,30,25.0,False,False,False,71.339,1.449,1267,9914,
15.0,31,23.0,False,False,False,71.361,1.471,1267,9914,
16.0,55,30.0,False,False,False,71.682,1.792,1267,9914,
17.0,23,16.0,False,False,False,71.756,1.866,1267,9914,
18.0,18,7.0,False,False,False,71.975,2.085,1267,9914,
19.0,10,28.0,False,False,False,72.122,2.232,1267,9914,
20.0,6,1.0,False,False,False,,,1267,9914,
1.0,4,16.0,False,False,False,68.972,0,1267,9915,
2.0,81,15.0,False,False,False,69.214,0.242,1267,9915,
3.0,63,17.0,False,False,False,69.858,0.886,1267,9915,
4.0,55,23.0,False,False,False,69.913,0.941,1267,9915,
5.0,1,20.0,False,False,False,69.925,0.953,1267,9915,
6.0,16,23.0,False,False,False,69.938,0.966,1267,9915,
7.0,23,22.0,False,False,False,70.099,1.127,1267,9915,
8.0,18,24.0,False,False,False,70.103,1.131,1267,9915,
9.0,6,21.0,False,False,False,70.166,1.194,1267,9915,
10.0,14,20.0,False,False,False,70.232,1.26,1267,9915,
11.0,30,17.0,False,False,False,70.3,1.328,1267,9915,
12.0,22,19.0,False,False,False,70.349,1.377,1267,9915,
13.0,5,21.0,False,False,False,70.361,1.389,1267,9915,
14.0,44,20.0,False,False,False,70.373,1.401,1267,9915,
15.0,87,19.0,False,False,False,70.595,1.623,1267,9915,
16.0,27,24.0,False,False,False,70.599,1.627,1267,9915,
17.0,12,31.0,False,False,False,70.697,1.725,1267,9915,
18.0,31,18.0,False,False,False,70.801,1.829,1267,9915,
19.0,10,24.0,False,False,False,70.963,1.991,1267,9915,
20.0,43,21.0,False,False,False,71.054,2.082,1267,9915,
1.0,81,18.0,False,False,False,"[69.338, 68.964, 68.662]","[0.0, 0.09, 0.0]",1267,9916,
2.0,4,18.0,False,False,False,"[69.469, 68.874, 68.674]","[0.131, 0.0, 0.012]",1267,9916,
3.0,1,18.0,False,False,False,"[69.696, 69.122, 68.925]","[0.358, 0.248, 0.263]",1267,9916,
4.0,6,18.0,False,False,False,"[69.966, 69.439, 69.208]","[0.628, 0.565, 0.546]",1267,9916,
5.0,63,18.0,False,False,False,"[69.676, 69.313, 69.255]","[0.338, 0.439, 0.593]",1267,9916,
6.0,16,22.0,False,False,False,"[69.906, 69.304, 69.34]","[0.568, 0.43, 0.678]",1267,9916,
7.0,44,21.0,False,False,False,"[69.9, 69.261, 69.39]","[0.562, 0.387, 0.728]",1267,9916,
8.0,30,18.0,False,False,False,"[69.779, 69.383, 69.5]","[0.441, 0.509, 0.838]",1267,9916,
9.0,55,18.0,False,False,False,"[69.98, 69.472, 69.505]","[0.642, 0.598, 0.843]",1267,9916,
10.0,14,17.0,False,False,False,"[69.95, 69.366, 69.63]","[0.612, 0.492, 0.968]",1267,9916,
11.0,12,12.0,False,False,False,"[69.845, 69.493, None]","[0.507, 0.619, None]",1267,9916,
12.0,22,15.0,False,False,False,"[69.954, 69.622, None]","[0.616, 0.748, None]",1267,9916,
13.0,5,12.0,False,False,False,"[70.037, 69.622, None]","[0.699, 0.748, None]",1267,9916,
14.0,10,15.0,False,False,False,"[69.894, 69.637, None]","[0.556, 0.763, None]",1267,9916,
15.0,23,12.0,False,False,False,"[69.792, 69.652, None]","[0.454, 0.778, None]",1267,9916,
16.0,43,9.0,False,False,False,"[70.104, None, None]","[0.766, None, None]",1267,9916,
17.0,27,9.0,False,False,False,"[70.195, None, None]","[0.857, None, None]",1267,9916,
18.0,31,9.0,False,False,False,"[70.197, None, None]","[0.859, None, None]",1267,9916,
19.0,87,9.0,False,False,False,"[70.262, None, None]","[0.924, None, None]",1267,9916,
,18,2.0,True,False,False,"[None, None, None]","[None, None, None]",1267,9916,
1.0,81,72.0,False,False,False,5909.849,0,1267,9920,25.0
2.0,1,72.0,False,False,False,5911.12,1.271,1267,9920,18.0
3.0,6,72.0,False,False,False,5913.082,3.233,1267,9920,15.0
4.0,63,72.0,False,False,False,5915.503,5.654,1267,9920,12.0
5.0,23,72.0,False,False,False,5916.176,6.327,1267,9920,10.0
6.0,87,72.0,False,False,False,5918.893,9.044,1267,9920,8.0
7.0,18,72.0,False,False,False,5919.346,9.497,1267,9920,6.0
8.0,14,72.0,False,False,False,5921.558,11.709,1267,9920,4.0
9.0,22,72.0,False,False,False,5923.446,13.597,1267,9920,2.0
10.0,31,72.0,False,False,False,5923.912,14.063,1267,9920,1.0
11.0,43,72.0,False,False,False,5924.36,14.511,1267,9920,0.0
12.0,30,72.0,False,False,False,5926.912,17.063,1267,9920,0.0
13.0,55,72.0,False,False,False,5927.225,17.376,1267,9920,0.0
14.0,27,72.0,False,False,False,5929.574,19.725,1267,9920,0.0
15.0,5,72.0,False,False,False,5931.414,21.565,1267,9920,0.0
16.0,12,72.0,False,False,False,5931.878,22.029,1267,9920,0.0
17.0,10,72.0,False,False,False,5933.478,23.629,1267,9920,0.0
18.0,4,64.0,True,False,False,,,1267,9920,0.0
,16,52.0,True,False,False,,,1267,9920,0.0
,44,22.0,True,False,False,,,1267,9920,0.0
1.0,44,20.0,False,False,False,80.117,0,1268,9905,
2.0,16,24.0,False,False,False,80.286,0.169,1268,9905,
3.0,55,25.0,False,False,False,80.65,0.533,1268,9905,
4.0,1,22.0,False,False,False,80.692,0.575,1268,9905,
5.0,12,25.0,False,False,False,80.94,0.823,1268,9905,
6.0,4,28.0,False,False,False,81.021,0.904,1268,9905,
7.0,23,25.0,False,False,False,81.073,0.956,1268,9905,
8.0,63,20.0,False,False,False,81.11,0.993,1268,9905,
9.0,14,20.0,False,False,False,81.114,0.997,1268,9905,
10.0,6,25.0,False,False,False,81.158,1.041,1268,9905,
11.0,5,24.0,False,False,False,81.172,1.055,1268,9905,
12.0,27,26.0,False,False,False,81.179,1.062,1268,9905,
13.0,30,27.0,False,False,False,81.201,1.084,1268,9905,
14.0,22,24.0,False,False,False,81.292,1.175,1268,9905,
15.0,18,26.0,False,False,False,81.295,1.178,1268,9905,
16.0,89,26.0,False,False,False,81.606,1.489,1268,9905,
17.0,31,22.0,False,False,False,81.642,1.525,1268,9905,
18.0,10,26.0,False,False,False,81.653,1.536,1268,9905,
19.0,87,23.0,False,False,False,82.058,1.941,1268,9905,
20.0,61,23.0,False,False,False,82.153,2.036,1268,9905,
1.0,4,28.0,False,False,False,79.878,0,1268,9906,
2.0,16,29.0,False,False,False,79.961,0.083,1268,9906,
3.0,55,30.0,False,False,False,79.974,0.096,1268,9906,
4.0,81,29.0,False,False,False,80.059,0.181,1268,9906,
5.0,44,26.0,False,False,False,80.07,0.192,1268,9906,
6.0,1,27.0,False,False,False,80.077,0.199,1268,9906,
7.0,23,28.0,False,False,False,80.179,0.301,1268,9906,
8.0,27,27.0,False,False,False,80.241,0.363,1268,9906,
9.0,22,28.0,False,False,False,80.269,0.391,1268,9906,
10.0,63,29.0,False,False,False,80.276,0.398,1268,9906,
11.0,6,24.0,False,False,False,80.383,0.505,1268,9906,
12.0,5,25.0,False,False,False,80.475,0.597,1268,9906,
13.0,18,28.0,False,False,False,80.528,0.65,1268,9906,
14.0,87,29.0,False,False,False,80.607,0.729,1268,9906,
15.0,14,26.0,False,False,False,80.645,0.767,1268,9906,
16.0,31,29.0,False,False,False,80.654,0.776,1268,9906,
17.0,30,25.0,False,False,False,80.811,0.933,1268,9906,
18.0,10,30.0,False,False,False,81.102,1.224,1268,9906,
19.0,12,4.0,False,False,False,81.367,1.489,1268,9906,
20.0,43,30.0,False,False,False,81.564,1.686,1268,9906,
1.0,4,21.0,False,False,False,79.331,0,1268,9907,
2.0,16,24.0,False,False,False,79.352,0.021,1268,9907,
3.0,81,22.0,False,False,False,79.496,0.165,1268,9907,
4.0,1,18.0,False,False,False,79.498,0.167,1268,9907,
5.0,63,19.0,False,False,False,79.515,0.184,1268,9907,
6.0,5,18.0,False,False,False,79.558,0.227,1268,9907,
7.0,44,23.0,False,False,False,79.598,0.267,1268,9907,
8.0,6,20.0,False,False,False,79.603,0.272,1268,9907,
9.0,12,24.0,False,False,False,79.696,0.365,1268,9907,
10.0,23,23.0,False,False,False,79.72,0.389,1268,9907,
11.0,27,18.0,False,False,False,79.737,0.406,1268,9907,
12.0,14,19.0,False,False,False,79.861,0.53,1268,9907,
13.0,55,23.0,False,False,False,79.907,0.576,1268,9907,
14.0,43,22.0,False,False,False,80.034,0.703,1268,9907,
15.0,22,24.0,False,False,False,80.059,0.728,1268,9907,
16.0,30,14.0,False,False,False,80.132,0.801,1268,9907,
17.0,87,22.0,False,False,False,80.209,0.878,1268,9907,
18.0,10,23.0,False,False,False,80.247,0.916,1268,9907,
19.0,18,22.0,False,False,False,80.247,0.916,1268,9907,
20.0,31,20.0,False,False,False,80.304,0.973,1268,9907,
1.0,1,18.0,False,False,False,"[79.455, 79.14, 78.792]","[0.041, 0.0, 0.0]",1268,9908,
2.0,4,21.0,False,False,False,"[79.517, 79.293, 78.869]","[0.103, 0.153, 0.077]",1268,9908,
3.0,81,19.0,False,False,False,"[79.711, 79.286, 78.982]","[0.297, 0.146, 0.19]",1268,9908,
4.0,16,20.0,False,False,False,"[79.689, 79.31, 79.007]","[0.275, 0.17, 0.215]",1268,9908,
5.0,44,20.0,False,False,False,"[79.765, 79.371, 79.124]","[0.351, 0.231, 0.332]",1268,9908,
6.0,63,18.0,False,False,False,"[79.414, 79.287, 79.157]","[0.0, 0.147, 0.365]",1268,9908,
7.0,12,22.0,False,False,False,"[79.747, 79.245, 79.2]","[0.333, 0.105, 0.408]",1268,9908,
8.0,5,21.0,False,False,False,"[79.688, 79.323, 79.39]","[0.274, 0.183, 0.598]",1268,9908,
9.0,14,20.0,False,False,False,"[79.658, 79.362, 79.424]","[0.244, 0.222, 0.632]",1268,9908,
10.0,22,18.0,False,False,False,"[79.619, 79.433, 79.519]","[0.205, 0.293, 0.727]",1268,9908,
11.0,87,15.0,False,False,False,"[79.688, 79.446, None]","[0.274, 0.306, None]",1268,9908,
12.0,27,15.0,False,False,False,"[79.777, 79.498, None]","[0.363, 0.358, None]",1268,9908,
13.0,55,19.0,False,False,False,"[79.644, 79.528, None]","[0.23, 0.388, None]",1268,9908,
14.0,23,16.0,False,False,False,"[79.837, 79.583, None]","[0.423, 0.443, None]",1268,9908,
15.0,31,15.0,False,False,False,"[79.816, 79.707, None]","[0.402, 0.567, None]",1268,9908,
16.0,6,6.0,False,False,False,"[79.917, None, None]","[0.503, None, None]",1268,9908,
17.0,18,9.0,False,False,False,"[79.948, None, None]","[0.534, None, None]",1268,9908,
18.0,43,9.0,False,False,False,"[79.992, None, None]","[0.578, None, None]",1268,9908,
19.0,10,9.0,False,False,False,"[80.103, None, None]","[0.689, None, None]",1268,9908,
20.0,30,5.0,False,False,False,"[80.279, None, None]","[0.865, None, None]",1268,9908,
1.0,1,53.0,False,False,False,4404.325,0,1268,9912,25.0
2.0,4,53.0,False,False,False,4423.532,19.207,1268,9912,18.0
