meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,message
1216,9135,2023-07-28T16:25:50+00:00,,,Flag,YELLOW,Sector,4.0,YELLOW IN TRACK SECTOR 4
1216,9135,2023-07-28T16:25:51+00:00,,,Flag,YELLOW,Sector,20.0,YELLOW IN TRACK SECTOR 20
1216,9135,2023-07-28T16:26:37+00:00,,,Flag,CLEAR,Sector,4.0,CLEAR IN TRACK SECTOR 4
1216,9135,2023-07-28T16:26:43+00:00,,,Flag,CLEAR,Sector,20.0,CLEAR IN TRACK SECTOR 20
1216,9135,2023-07-28T16:26:46+00:00,,,Flag,CLEAR,Sector,15.0,CLEAR IN TRACK SECTOR 15
1216,9135,2023-07-28T16:26:47+00:00,,,Flag,YELLOW,Sector,15.0,YELLOW IN TRACK SECTOR 15
1216,9135,2023-07-28T16:26:51+00:00,,,Flag,YELLOW,Sector,4.0,YELLOW IN TRACK SECTOR 4
1216,9135,2023-07-28T16:27:01+00:00,,,Flag,CLEAR,Sector,4.0,CLEAR IN TRACK SECTOR 4
1216,9135,2023-07-28T16:27:03+00:00,,,Flag,CLEAR,Sector,15.0,CLEAR IN TRACK SECTOR 15
1216,9135,2023-07-28T16:27:03+00:00,,,Flag,DOUBLE YELLOW,Sector,15.0,DOUBLE YELLOW IN TRACK SECTOR 15
1216,9135,2023-07-28T16:27:44+00:00,,,Flag,CLEAR,Sector,5.0,CLEAR IN TRACK SECTOR 5
1216,9135,2023-07-28T16:27:44+00:00,,,Other,,,,DRS ENABLED IN ZONE 1
1216,9135,2023-07-28T16:27:55+00:00,,,Flag,CLEAR,Sector,15.0,CLEAR IN TRACK SECTOR 15
1216,9135,2023-07-28T16:27:58+00:00,,,Flag,YELLOW,Sector,15.0,YELLOW IN TRACK SECTOR 15
1216,9140,2023-07-29T14:22:16+00:00,,1.0,Other,,,,DRS DISABLED IN ZONE 1
1216,9140,2023-07-29T14:22:44+00:00,,1.0,Other,,,,DRS ENABLED IN ZONE 1
1216,9140,2023-07-29T14:27:34+00:00,,1.0,Other,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1216,9140,2023-07-29T14:32:51+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,7.0,DOUBLE YELLOW IN TRACK SECTOR 7
1216,9140,2023-07-29T14:32:52+00:00,,1.0,Other,,,,DRS DISABLED IN ZONE 1
1216,9140,2023-07-29T14:33:11+00:00,,1.0,Other,,,,DRS ENABLED IN ZONE 1
1216,9140,2023-07-29T14:33:11+00:00,,1.0,Flag,CLEAR,Sector,7.0,CLEAR IN TRACK SECTOR 7
1216,9140,2023-07-29T14:35:00+00:00,,1.0,Flag,GREEN,Track,,GREEN LIGHT - PIT EXIT OPEN
1216,9140,2023-07-29T14:40:00+00:00,,1.0,Other,,,,PIT EXIT CLOSED
1216,9140,2023-07-29T14:42:49+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,20.0,DOUBLE YELLOW IN TRACK SECTOR 20
1216,9140,2023-07-29T14:42:56+00:00,,1.0,Flag,CLEAR,Sector,20.0,CLEAR IN TRACK SECTOR 20
1216,9140,2023-07-29T14:42:58+00:00,,1.0,Flag,YELLOW,Sector,19.0,YELLOW IN TRACK SECTOR 19
1216,9140,2023-07-29T14:43:02+00:00,,1.0,Flag,CLEAR,Sector,19.0,CLEAR IN TRACK SECTOR 19
1216,9140,2023-07-29T14:47:04+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,20.0,DOUBLE YELLOW IN TRACK SECTOR 20
1216,9140,2023-07-29T14:47:10+00:00,,1.0,Flag,YELLOW,Sector,19.0,YELLOW IN TRACK SECTOR 19
1216,9140,2023-07-29T14:48:53+00:00,,1.0,Flag,CLEAR,Sector,20.0,CLEAR IN TRACK SECTOR 20
1216,9140,2023-07-29T14:48:58+00:00,,1.0,Flag,CLEAR,Sector,19.0,CLEAR IN TRACK SECTOR 19
1216,9140,2023-07-29T14:50:08+00:00,,1.0,Other,,,,RISK OF RAIN FOR F1 SPRINT IS 100%
1216,9140,2023-07-29T14:59:38+00:00,,1.0,Other,,,,DELAYED START
1216,9140,2023-07-29T15:00:24+00:00,,1.0,Other,,,,AWNINGS MAY BE USED
1216,9140,2023-07-29T15:01:42+00:00,,1.0,Other,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 4
1216,9140,2023-07-29T15:01:46+00:00,,1.0,Flag,CLEAR,Sector,4.0,CLEAR IN TRACK SECTOR 4
1216,9140,2023-07-29T15:05:09+00:00,,1.0,Other,,,,DELAYED START
1216,9140,2023-07-29T15:06:35+00:00,,1.0,Other,,,,LOW GRIP CONDITIONS
1216,9140,2023-07-29T15:06:37+00:00,,1.0,Drs,,,,DRS DISABLED
1216,9140,2023-07-29T15:12:38+00:00,,1.0,Flag,YELLOW,Sector,5.0,YELLOW IN TRACK SECTOR 5
1216,9140,2023-07-29T15:12:39+00:00,,1.0,Flag,CLEAR,Sector,5.0,CLEAR IN TRACK SECTOR 5
1216,9140,2023-07-29T15:15:32+00:00,,1.0,Flag,YELLOW,Sector,5.0,YELLOW IN TRACK SECTOR 5
1216,9140,2023-07-29T15:15:48+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,5.0,DOUBLE YELLOW IN TRACK SECTOR 5
1216,9140,2023-07-29T15:15:50+00:00,,1.0,Flag,YELLOW,Sector,5.0,YELLOW IN TRACK SECTOR 5
1216,9140,2023-07-29T15:15:56+00:00,,1.0,Flag,CLEAR,Sector,5.0,CLEAR IN TRACK SECTOR 5
1216,9140,2023-07-29T15:19:33+00:00,,1.0,Flag,YELLOW,Sector,11.0,YELLOW IN TRACK SECTOR 11
1216,9140,2023-07-29T15:19:34+00:00,,1.0,Other,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 20
1216,9140,2023-07-29T15:19:37+00:00,,1.0,Flag,CLEAR,Sector,20.0,CLEAR IN TRACK SECTOR 20
1216,9140,2023-07-29T15:20:05+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,12.0,DOUBLE YELLOW IN TRACK SECTOR 12
1216,9140,2023-07-29T15:20:08+00:00,,1.0,Flag,CLEAR,Sector,11.0,CLEAR IN TRACK SECTOR 11
1216,9140,2023-07-29T15:20:27+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,3.0,DOUBLE YELLOW IN TRACK SECTOR 3
1216,9140,2023-07-29T15:21:08+00:00,,1.0,Other,,,,FORMATION LAP WILL START AT 17:35
1216,9140,2023-07-29T15:21:28+00:00,,1.0,Flag,CLEAR,Sector,12.0,CLEAR IN TRACK SECTOR 12
1216,9140,2023-07-29T15:21:34+00:00,,1.0,Flag,YELLOW,Sector,11.0,YELLOW IN TRACK SECTOR 11
1216,9140,2023-07-29T15:21:46+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,2.0,DOUBLE YELLOW IN TRACK SECTOR 2
1216,9140,2023-07-29T15:22:01+00:00,,1.0,Flag,CLEAR,Sector,11.0,CLEAR IN TRACK SECTOR 11
1216,9140,2023-07-29T15:24:02+00:00,,1.0,Flag,YELLOW,Sector,4.0,YELLOW IN TRACK SECTOR 4
1216,9140,2023-07-29T15:25:06+00:00,,1.0,Other,,,,FORMATION LAP WILL BE STARTED BEHIND THE SAFETY CAR ON WET-WEATHER TYRES
1216,9140,2023-07-29T15:25:51+00:00,,1.0,Flag,YELLOW,Sector,11.0,YELLOW IN TRACK SECTOR 11
1216,9140,2023-07-29T15:26:16+00:00,,1.0,Flag,CLEAR,Sector,3.0,CLEAR IN TRACK SECTOR 3
1216,9140,2023-07-29T15:26:25+00:00,,1.0,Flag,CLEAR,Sector,2.0,CLEAR IN TRACK SECTOR 2
1216,9140,2023-07-29T15:27:12+00:00,,1.0,Flag,CLEAR,Sector,11.0,CLEAR IN TRACK SECTOR 11
1216,9140,2023-07-29T15:28:43+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,11.0,DOUBLE YELLOW IN TRACK SECTOR 11
1216,9140,2023-07-29T15:29:28+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,12.0,DOUBLE YELLOW IN TRACK SECTOR 12
1216,9140,2023-07-29T15:29:29+00:00,,1.0,Flag,CLEAR,Sector,11.0,CLEAR IN TRACK SECTOR 11
1216,9140,2023-07-29T15:29:54+00:00,,1.0,Flag,CLEAR,Sector,12.0,CLEAR IN TRACK SECTOR 12
1216,9140,2023-07-29T15:31:03+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,16.0,DOUBLE YELLOW IN TRACK SECTOR 16
1216,9140,2023-07-29T15:31:20+00:00,,1.0,Flag,CLEAR,Sector,4.0,CLEAR IN TRACK SECTOR 4
1216,9140,2023-07-29T15:31:35+00:00,,1.0,Flag,CLEAR,Sector,16.0,CLEAR IN TRACK SECTOR 16
1216,9140,2023-07-29T15:48:05+00:00,,1.0,Other,,,,SAFETY CAR WILL ENTER PITS: ROLLING START PROCEDURE
1216,9140,2023-07-29T15:50:38+00:00,,1.0,Flag,GREEN,Track,,GREEN LIGHT - PIT EXIT OPEN
1216,9140,2023-07-29T15:56:23+00:00,,3.0,Other,,,,INCIDENT INVOLVING CAR 2 (SAR) NOTED - SPEEDING IN THE PIT LANE
1216,9140,2023-07-29T15:56:40+00:00,,3.0,Flag,YELLOW,Sector,12.0,YELLOW IN TRACK SECTOR 12
1216,9140,2023-07-29T15:56:56+00:00,,3.0,SafetyCar,,,,SAFETY CAR DEPLOYED
1216,9140,2023-07-29T15:57:53+00:00,,4.0,Other,,,,RECOVERY VEHICLE ON TRACK AT TURN 11
1216,9140,2023-07-29T15:58:34+00:00,,4.0,Other,,,,TURN 2 INCIDENT INVOLVING CARS 14 (ALO) AND 27 (HUL) NOTED - IMPEDING
1216,9140,2023-07-29T16:00:13+00:00,,4.0,Other,,,,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 14 (ALO) AND 27 (HUL) WILL BE INVESTIGATED AFTER THE SPRINT - IMPEDING
1216,9140,2023-07-29T16:00:54+00:00,,5.0,SafetyCar,,,,SAFETY CAR IN THIS LAP
1216,9140,2023-07-29T16:01:04+00:00,,5.0,Flag,CLEAR,Sector,12.0,CLEAR IN TRACK SECTOR 12
1216,9140,2023-07-29T16:01:15+00:00,,5.0,Other,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 2 (SAR) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE
1216,9140,2023-07-29T16:03:09+00:00,,5.0,Flag,CLEAR,Track,,TRACK CLEAR
1216,9140,2023-07-29T16:03:30+00:00,,5.0,Flag,YELLOW,Sector,20.0,YELLOW IN TRACK SECTOR 20
1216,9140,2023-07-29T16:03:42+00:00,,6.0,Flag,CLEAR,Sector,20.0,CLEAR IN TRACK SECTOR 20
1216,9140,2023-07-29T16:04:01+00:00,,6.0,Other,,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 2 (SAR) - SPEEDING IN THE PIT LANE
1216,9140,2023-07-29T16:05:48+00:00,,7.0,Other,,,,TURN 15 INCIDENT INVOLVING CARS 11 (PER) AND 44 (HAM) NOTED - CAUSING A COLLISION
1216,9140,2023-07-29T16:07:09+00:00,,7.0,Flag,YELLOW,Sector,15.0,YELLOW IN TRACK SECTOR 15
1216,9140,2023-07-29T16:07:16+00:00,,7.0,Flag,CLEAR,Sector,15.0,CLEAR IN TRACK SECTOR 15
1216,9140,2023-07-29T16:07:41+00:00,,8.0,Other,,,,FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 11 (PER) AND 44 (HAM) UNDER INVESTIGATION - CAUSING A COLLISION
1216,9140,2023-07-29T16:10:45+00:00,,9.0,Other,,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 44 (HAM) - CAUSING A COLLISION
1216,9140,2023-07-29T16:15:35+00:00,,11.0,Flag,CHEQUERED,Track,,CHEQUERED FLAG
1216,9140,2023-07-29T16:15:50+00:00,,11.0,Flag,YELLOW,Sector,2.0,YELLOW IN TRACK SECTOR 2
1216,9140,2023-07-29T16:18:31+00:00,,11.0,Flag,YELLOW,Sector,11.0,YELLOW IN TRACK SECTOR 11
1216,9140,2023-07-29T16:18:48+00:00,,11.0,Flag,CLEAR,Sector,11.0,CLEAR IN TRACK SECTOR 11
1216,9140,2023-07-29T16:19:20+00:00,,11.0,Flag,YELLOW,Sector,16.0,YELLOW IN TRACK SECTOR 16
1216,9140,2023-07-29T16:20:58+00:00,,11.0,Flag,YELLOW,Sector,19.0,YELLOW IN TRACK SECTOR 19
1216,9140,2023-07-29T16:21:18+00:00,,11.0,Flag,CLEAR,Sector,19.0,CLEAR IN TRACK SECTOR 19
1216,9140,2023-07-29T16:21:46+00:00,,11.0,Flag,CLEAR,Sector,16.0,CLEAR IN TRACK SECTOR 16
1216,9140,2023-07-29T16:25:02+00:00,,11.0,Flag,CLEAR,Sector,2.0,CLEAR IN TRACK SECTOR 2
1216,9141,2023-07-30T12:06:58+00:00,,1.0,Flag,CLEAR,Sector,5.0,CLEAR IN TRACK SECTOR 5
1216,9141,2023-07-30T12:06:58+00:00,,1.0,Other,,,,DRS ENABLED IN ZONE 1
1216,9141,2023-07-30T12:10:01+00:00,,1.0,Flag,GREEN,Track,,GREEN LIGHT - PIT EXIT OPEN
1216,9141,2023-07-30T12:20:01+00:00,,1.0,Other,,,,PIT EXIT CLOSED
1216,9141,2023-07-30T12:29:37+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,16.0,DOUBLE YELLOW IN TRACK SECTOR 16
1216,9141,2023-07-30T12:29:55+00:00,,1.0,Flag,DOUBLE YELLOW,Sector,15.0,DOUBLE YELLOW IN TRACK SECTOR 15
1216,9141,2023-07-30T12:30:49+00:00,,1.0,Flag,CLEAR,Sector,15.0,CLEAR IN TRACK SECTOR 15
1216,9141,2023-07-30T12:30:51+00:00,,1.0,Flag,CLEAR,Sector,16.0,CLEAR IN TRACK SECTOR 16
1216,9141,2023-07-30T12:45:11+00:00,,1.0,Other,,,,RISK OF RAIN FOR F1 RACE IS 40%
1216,9141,2023-07-30T12:52:15+00:00,,1.0,Flag,YELLOW,Sector,20.0,YELLOW IN TRACK SECTOR 20
1216,9141,2023-07-30T12:52:37+00:00,,1.0,Flag,CLEAR,Sector,20.0,CLEAR IN TRACK SECTOR 20
1216,9141,2023-07-30T12:57:06+00:00,,1.0,Drs,,,,DRS DISABLED
1216,9141,2023-07-30T13:03:46+00:00,,1.0,Flag,GREEN,Track,,GREEN LIGHT - PIT EXIT OPEN
1216,9141,2023-07-30T13:06:31+00:00,,2.0,Flag,YELLOW,Sector,14.0,YELLOW IN TRACK SECTOR 14
1216,9141,2023-07-30T13:06:39+00:00,,2.0,Flag,DOUBLE YELLOW,Sector,14.0,DOUBLE YELLOW IN TRACK SECTOR 14
1216,9141,2023-07-30T13:06:41+00:00,,2.0,Flag,YELLOW,Sector,13.0,YELLOW IN TRACK SECTOR 13
1216,9141,2023-07-30T13:07:24+00:00,,2.0,Drs,,,,DRS ENABLED
1216,9141,2023-07-30T13:08:06+00:00,,3.0,Flag,CLEAR,Sector,13.0,CLEAR IN TRACK SECTOR 13
1216,9141,2023-07-30T13:08:06+00:00,,3.0,Flag,CLEAR,Sector,14.0,CLEAR IN TRACK SECTOR 14
1216,9141,2023-07-30T13:08:20+00:00,,3.0,Flag,DOUBLE YELLOW,Sector,2.0,DOUBLE YELLOW IN TRACK SECTOR 2
1216,9141,2023-07-30T13:08:21+00:00,,3.0,Other,,,,DRS DISABLED IN ZONE 2
1216,9141,2023-07-30T13:08:26+00:00,,3.0,Flag,CLEAR,Sector,2.0,CLEAR IN TRACK SECTOR 2
1216,9141,2023-07-30T13:08:26+00:00,,3.0,Other,,,,DRS ENABLED IN ZONE 2
1216,9141,2023-07-30T13:08:54+00:00,,3.0,Other,,,,LAP 1 TURN 1 NOTED
1216,9141,2023-07-30T13:09:29+00:00,,4.0,Other,,,,FIA STEWARDS: LAP 1 TURN 1 REVIEWED NO FURTHER INVESTIGATION
1216,9141,2023-07-30T13:13:35+00:00,,6.0,Other,,,,CAR 20 (MAG) LAP DELETED - TRACK LIMITS AT TURN 11 LAP 5 15:12:39 (PIT)
1216,9141,2023-07-30T13:22:28+00:00,,10.0,Other,,,,CAR 2 (SAR) TIME 2:07.068 DELETED - TRACK LIMITS AT TURN 9 LAP 9 15:20:28
1216,9141,2023-07-30T13:23:16+00:00,,11.0,Other,,,,CAR 27 (HUL) TIME 1:54.655 DELETED - TRACK LIMITS AT TURN 11 LAP 10 15:22:16
1216,9141,2023-07-30T13:24:58+00:00,,12.0,Other,,,,CAR 55 (SAI) TIME 1:53.893 DELETED - TRACK LIMITS AT TURN 4 LAP 10 15:21:46
1216,9141,2023-07-30T13:28:26+00:00,,14.0,Other,,,,BETWEEN TURN 4 AND 5 INCIDENT INVOLVING CAR 44 (HAM) NOTED - WEAVING ON STRAIGHT
1216,9141,2023-07-30T13:30:17+00:00,,15.0,Other,,,,FIA STEWARDS: BETWEEN TURN 4 AND 5 INCIDENT INVOLVING CAR 44 (HAM) REVIEWED NO FURTHER INVESTIGATION - WEAVING ON STRAIGHT
1216,9141,2023-07-30T13:31:03+00:00,,15.0,Other,,,,CAR 22 (TSU) TIME 1:52.504 DELETED - TRACK LIMITS AT TURN 9 LAP 13 15:27:51
1216,9141,2023-07-30T13:33:47+00:00,,16.0,Other,,,,CAR 22 (TSU) TIME 1:52.963 DELETED - TRACK LIMITS AT TURN 9 LAP 14 15:29:44
1216,9141,2023-07-30T13:40:37+00:00,,20.0,Other,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12
1216,9141,2023-07-30T13:40:39+00:00,,20.0,Flag,CLEAR,Sector,12.0,CLEAR IN TRACK SECTOR 12
1216,9141,2023-07-30T13:43:33+00:00,,22.0,Other,,,,CAR 1 (VER) TIME 1:54.915 DELETED - TRACK LIMITS AT TURN 4 LAP 21 15:41:55
1216,9141,2023-07-30T13:43:39+00:00,,22.0,Other,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 20
1216,9141,2023-07-30T13:43:39+00:00,,22.0,Flag,CLEAR,Sector,20.0,CLEAR IN TRACK SECTOR 20
1216,9141,2023-07-30T13:44:44+00:00,,22.0,Other,,,,CAR 55 (SAI) TIME 2:00.162 DELETED - TRACK LIMITS AT TURN 11 LAP 21 15:43:44
1216,9141,2023-07-30T13:45:36+00:00,,23.0,Other,,,,CAR 11 (PER) TIME 1:56.286 DELETED - TRACK LIMITS AT TURN 11 LAP 22 15:44:37
1216,9141,2023-07-30T13:58:00+00:00,,29.0,Other,,,,CAR 23 (ALB) TIME 1:52.076 DELETED - TRACK LIMITS AT TURN 9 LAP 28 15:56:43
1216,9141,2023-07-30T14:07:20+00:00,,34.0,Other,,,,CAR 2 (SAR) TIME 1:53.556 DELETED - TRACK LIMITS AT TURN 4 LAP 33 16:05:43
1216,9141,2023-07-30T14:12:34+00:00,,37.0,Other,,,,CAR 4 (NOR) TIME 1:52.433 DELETED - TRACK LIMITS AT TURN 4 LAP 36 16:10:59
1216,9141,2023-07-30T14:13:11+00:00,,37.0,Other,,,,CAR 2 (SAR) TIME 1:50.236 DELETED - TRACK LIMITS AT TURN 4 LAP 36 16:11:39
1216,9141,2023-07-30T14:13:17+00:00,2.0,37.0,Flag,BLACK AND WHITE,Driver,,BLACK AND WHITE FLAG FOR CAR 2 (SAR) - TRACK LIMITS
1216,9141,2023-07-30T14:13:52+00:00,,38.0,Other,,,,CAR 44 (HAM) TIME 1:51.428 DELETED - TRACK LIMITS AT TURN 9 LAP 37 16:12:51
1216,9141,2023-07-30T14:16:07+00:00,,39.0,Other,,,,CAR 3 (RIC) TIME 1:53.131 DELETED - TRACK LIMITS AT TURN 15 LAP 37 16:14:15
1216,9141,2023-07-30T14:26:16+00:00,,44.0,Flag,CHEQUERED,Track,,CHEQUERED FLAG
1216,9141,2023-07-30T14:26:25+00:00,,44.0,Flag,YELLOW,Sector,2.0,YELLOW IN TRACK SECTOR 2
1216,9141,2023-07-30T14:26:26+00:00,,44.0,Other,,,,DRS DISABLED IN ZONE 2
1216,9141,2023-07-30T14:28:26+00:00,,44.0,Flag,DOUBLE YELLOW,Sector,16.0,DOUBLE YELLOW IN TRACK SECTOR 16
1216,9141,2023-07-30T14:29:32+00:00,,44.0,Flag,CLEAR,Sector,16.0,CLEAR IN TRACK SECTOR 16
1216,9141,2023-07-30T14:32:31+00:00,,44.0,Other,,,,DRS ENABLED IN ZONE 2
1216,9141,2023-07-30T14:32:31+00:00,,44.0,Flag,CLEAR,Sector,2.0,CLEAR IN TRACK SECTOR 2
1216,9286,2023-07-29T09:45:17+00:00,,,Other,,,,RISK OF RAIN FOR F1 SPRINT SHOOTOUT IS 100%
1216,9286,2023-07-29T09:46:17+00:00,,,Other,,,,DRS DISABLED IN ZONE 1
1216,9286,2023-07-29T09:46:30+00:00,,,Other,,,,DRS ENABLED IN ZONE 1
1216,9286,2023-07-29T09:47:01+00:00,,,Other,,,,START OF SPRINT SHOOTOUT WILL BE DELAYED
1216,9286,2023-07-29T09:56:15+00:00,,,Flag,DOUBLE YELLOW,Sector,20.0,DOUBLE YELLOW IN TRACK SECTOR 20
1216,9286,2023-07-29T09:57:14+00:00,,,Flag,CLEAR,Sector,16.0,CLEAR IN TRACK SECTOR 16
1216,9286,2023-07-29T09:57:33+00:00,,,Flag,CLEAR,Sector,20.0,CLEAR IN TRACK SECTOR 20
1216,9286,2023-07-29T09:58:11+00:00,,,Flag,DOUBLE YELLOW,Sector,17.0,DOUBLE YELLOW IN TRACK SECTOR 17
1216,9286,2023-07-29T09:58:37+00:00,,,Flag,DOUBLE YELLOW,Sector,18.0,DOUBLE YELLOW IN TRACK SECTOR 18
1216,9286,2023-07-29T09:58:39+00:00,,,Flag,CLEAR,Sector,17.0,CLEAR IN TRACK SECTOR 17
1216,9286,2023-07-29T09:58:56+00:00,,,Flag,DOUBLE YELLOW,Sector,19.0,DOUBLE YELLOW IN TRACK SECTOR 19
1216,9286,2023-07-29T09:58:58+00:00,,,Flag,CLEAR,Sector,18.0,CLEAR IN TRACK SECTOR 18
1216,9286,2023-07-29T09:59:22+00:00,,,Flag,CLEAR,Sector,19.0,CLEAR IN TRACK SECTOR 19
1216,9286,2023-07-29T10:00:50+00:00,,,Flag,YELLOW,Sector,6.0,YELLOW IN TRACK SECTOR 6
1216,9286,2023-07-29T10:00:51+00:00,,,Other,,,,DRS DISABLED IN ZONE 1
1216,9286,2023-07-29T10:01:32+00:00,,,Flag,DOUBLE YELLOW,Sector,3.0,DOUBLE YELLOW IN TRACK SECTOR 3
1216,9286,2023-07-29T10:02:00+00:00,,,Flag,CLEAR,Sector,6.0,CLEAR IN TRACK SECTOR 6
1216,9286,2023-07-29T10:02:00+00:00,,,Other,,,,DRS ENABLED IN ZONE 1
1216,9286,2023-07-29T10:02:15+00:00,,,Flag,CLEAR,Sector,3.0,CLEAR IN TRACK SECTOR 3
1216,9286,2023-07-29T10:04:15+00:00,,,Flag,DOUBLE YELLOW,Sector,7.0,DOUBLE YELLOW IN TRACK SECTOR 7
1216,9286,2023-07-29T10:04:16+00:00,,,Other,,,,DRS DISABLED IN ZONE 1
1216,9286,2023-07-29T10:04:32+00:00,,,Flag,DOUBLE YELLOW,Sector,13.0,DOUBLE YELLOW IN TRACK SECTOR 13
1216,9286,2023-07-29T10:05:15+00:00,,,Flag,CLEAR,Sector,7.0,CLEAR IN TRACK SECTOR 7
1216,9286,2023-07-29T10:05:15+00:00,,,Other,,,,DRS ENABLED IN ZONE 1
1216,9286,2023-07-29T10:05:46+00:00,,,Flag,DOUBLE YELLOW,Sector,17.0,DOUBLE YELLOW IN TRACK SECTOR 17
1216,9286,2023-07-29T10:05:49+00:00,,,Flag,YELLOW,Sector,6.0,YELLOW IN TRACK SECTOR 6
1216,9286,2023-07-29T10:05:50+00:00,,,Other,,,,DRS DISABLED IN ZONE 1
1216,9286,2023-07-29T10:05:53+00:00,,,Flag,CLEAR,Sector,17.0,CLEAR IN TRACK SECTOR 17
1216,9286,2023-07-29T10:06:01+00:00,,,Flag,DOUBLE YELLOW,Sector,7.0,DOUBLE YELLOW IN TRACK SECTOR 7
1216,9286,2023-07-29T10:06:30+00:00,,,Flag,CLEAR,Sector,7.0,CLEAR IN TRACK SECTOR 7
1216,9286,2023-07-29T10:06:50+00:00,,,Flag,CLEAR,Sector,6.0,CLEAR IN TRACK SECTOR 6
1216,9286,2023-07-29T10:06:50+00:00,,,Other,,,,DRS ENABLED IN ZONE 1
1216,9286,2023-07-29T10:08:35+00:00,,,Flag,CLEAR,Sector,13.0,CLEAR IN TRACK SECTOR 13
1216,9286,2023-07-29T10:09:43+00:00,,,Flag,DOUBLE YELLOW,Sector,12.0,DOUBLE YELLOW IN TRACK SECTOR 12
1216,9286,2023-07-29T10:09:44+00:00,,,Flag,YELLOW,Sector,11.0,YELLOW IN TRACK SECTOR 11
1216,9286,2023-07-29T10:09:58+00:00,,,Flag,CLEAR,Sector,11.0,CLEAR IN TRACK SECTOR 11
1216,9286,2023-07-29T10:12:05+00:00,,,Flag,CLEAR,Sector,12.0,CLEAR IN TRACK SECTOR 12
1216,9286,2023-07-29T10:12:07+00:00,,,Flag,YELLOW,Sector,11.0,YELLOW IN TRACK SECTOR 11
1216,9286,2023-07-29T10:12:38+00:00,,,Flag,CLEAR,Sector,11.0,CLEAR IN TRACK SECTOR 11
1216,9286,2023-07-29T10:14:25+00:00,,,Flag,YELLOW,Sector,11.0,YELLOW IN TRACK SECTOR 11
1216,9286,2023-07-29T10:15:04+00:00,,,Flag,DOUBLE YELLOW,Sector,12.0,DOUBLE YELLOW IN TRACK SECTOR 12
1216,9286,2023-07-29T10:15:06+00:00,,,Flag,CLEAR,Sector,11.0,CLEAR IN TRACK SECTOR 11
1216,9286,2023-07-29T10:15:52+00:00,,,Flag,DOUBLE YELLOW,Sector,13.0,DOUBLE YELLOW IN TRACK SECTOR 13
1216,9286,2023-07-29T10:15:54+00:00,,,Flag,CLEAR,Sector,12.0,CLEAR IN TRACK SECTOR 12
1216,9286,2023-07-29T10:16:24+00:00,,,Flag,CLEAR,Sector,13.0,CLEAR IN TRACK SECTOR 13
1216,9286,2023-07-29T10:16:25+00:00,,,Flag,DOUBLE YELLOW,Sector,14.0,DOUBLE YELLOW IN TRACK SECTOR 14
1216,9286,2023-07-29T10:16:43+00:00,,,Flag,CLEAR,Sector,14.0,CLEAR IN TRACK SECTOR 14
1216,9286,2023-07-29T10:16:50+00:00,,,Flag,DOUBLE YELLOW,Sector,15.0,DOUBLE YELLOW IN TRACK SECTOR 15
1216,9286,2023-07-29T10:17:07+00:00,,,Flag,CLEAR,Sector,15.0,CLEAR IN TRACK SECTOR 15
1216,9286,2023-07-29T10:17:28+00:00,,,Flag,DOUBLE YELLOW,Sector,17.0,DOUBLE YELLOW IN TRACK SECTOR 17
1216,9286,2023-07-29T10:17:48+00:00,,,Other,,,,LOW GRIP CONDITIONS
1216,9286,2023-07-29T10:17:50+00:00,,,Drs,,,,DRS DISABLED
1216,9286,2023-07-29T10:18:01+00:00,,,Flag,DOUBLE YELLOW,Sector,18.0,DOUBLE YELLOW IN TRACK SECTOR 18
1216,9286,2023-07-29T10:18:04+00:00,,,Flag,CLEAR,Sector,17.0,CLEAR IN TRACK SECTOR 17
1216,9286,2023-07-29T10:18:43+00:00,,,Other,,,,SQ1 WILL START AT 12:35
1216,9286,2023-07-29T10:18:46+00:00,,,Flag,CLEAR,Sector,18.0,CLEAR IN TRACK SECTOR 18
1216,9286,2023-07-29T10:18:51+00:00,,,Flag,DOUBLE YELLOW,Sector,19.0,DOUBLE YELLOW IN TRACK SECTOR 19
